source,campaign,influencer_id,user_id,product,date,orders,revenue
Gritzo,Gritzo_Campaign_2,238,43884a2a-6e7f-4d4b-956c-4828c2885b38,Gritzo Product 7,2025-07-18,1,1632.34
MuscleBlaze,MuscleBlaze_Campaign_2,205,f76260b1-6a30-4c82-8884-c5818649f443,MuscleBlaze Product 9,2025-06-14,4,2689.0
Gritzo,Gritzo_Campaign_5,280,2b9c08f7-9b6e-4746-bc96-6191280e458a,Gritzo Product 3,2025-06-22,1,586.5
Gritzo,Gritzo_Campaign_4,236,fc502b90-488f-4f70-933a-89ecccc59039,Gritzo Product 9,2025-07-05,1,1567.69
Gritzo,Gritzo_Campaign_5,121,5325b67a-6806-4109-85db-366192ddda7c,Gritzo Product 2,2025-07-01,4,5628.48
HKVitals,HKVitals_Campaign_4,248,f47288d5-de64-4b1f-878a-d40429abc1cb,HKVitals Product 8,2025-07-04,2,3685.79
MuscleBlaze,MuscleBlaze_Campaign_2,23,f9a5fd6f-197d-48c6-8db3-da7793e7b7de,MuscleBlaze Product 3,2025-06-30,1,1772.43
Gritzo,Gritzo_Campaign_5,74,9b960f14-e288-4a25-aedd-886cba62a7c5,Gritzo Product 7,2025-06-22,2,3233.27
HKVitals,HKVitals_Campaign_5,101,fe13c6b0-04c7-4664-8987-711c6b2a809f,HKVitals Product 3,2025-07-10,4,7488.78
Gritzo,Gritzo_Campaign_3,135,e348ef33-2e0c-4e17-8900-7f3a97bee3a9,Gritzo Product 8,2025-06-16,4,2478.74
HKVitals,HKVitals_Campaign_3,199,069c2e64-3e6e-4028-a2dc-5e5ca7b9b8fb,HKVitals Product 9,2025-05-26,3,1900.72
HKVitals,HKVitals_Campaign_4,117,64bfcba4-6e18-4382-b0d5-54c9c3e3efff,HKVitals Product 7,2025-07-17,4,2563.16
Gritzo,Gritzo_Campaign_5,225,249dfaf1-9156-43b6-9378-4ca4c694cc87,Gritzo Product 6,2025-06-04,1,617.41
MuscleBlaze,MuscleBlaze_Campaign_5,116,0ae73171-139d-4a3d-8c9f-b31ab8024556,MuscleBlaze Product 10,2025-07-21,4,5001.71
MuscleBlaze,MuscleBlaze_Campaign_5,28,4849c7d7-18aa-43e5-9a66-db0824b8fc11,MuscleBlaze Product 7,2025-06-30,2,3629.07
Gritzo,Gritzo_Campaign_3,41,3f2f757c-7542-485b-a4b9-11368c2e7c0d,Gritzo Product 5,2025-07-19,4,3798.04
HKVitals,HKVitals_Campaign_4,297,007ca661-a918-484d-89fc-50429e535bae,HKVitals Product 8,2025-07-01,1,1564.75
MuscleBlaze,MuscleBlaze_Campaign_3,284,b4419ba1-a94e-4e58-b1fe-04707a5a403c,MuscleBlaze Product 1,2025-05-31,2,1923.0
Gritzo,Gritzo_Campaign_5,98,83a36b71-e066-4b74-8896-a1a3ca4c0531,Gritzo Product 1,2025-07-15,4,2645.34
MuscleBlaze,MuscleBlaze_Campaign_1,203,49eb5c2d-0dd2-4e26-a1cc-68a8c56089f0,MuscleBlaze Product 5,2025-06-03,2,1928.9
HKVitals,HKVitals_Campaign_2,91,e30c94d9-128f-4cf0-a041-cbd142e67fd9,HKVitals Product 4,2025-07-13,3,4954.59
HKVitals,HKVitals_Campaign_3,215,fc389860-e4a3-44d9-b33f-ea7dc60f36bc,HKVitals Product 1,2025-05-23,1,768.39
Gritzo,Gritzo_Campaign_5,17,ef9aa374-2c58-4e4b-bc40-30acfd025384,Gritzo Product 9,2025-06-12,2,2801.6
Gritzo,Gritzo_Campaign_2,187,a6236acb-471f-483d-933f-967d87592280,Gritzo Product 10,2025-07-12,4,3449.43
MuscleBlaze,MuscleBlaze_Campaign_4,99,2839e848-6f0b-4755-b02d-907c311e13cc,MuscleBlaze Product 1,2025-07-15,1,1526.21
HKVitals,HKVitals_Campaign_2,103,30dbd643-5ef9-4505-ac82-e572ebe1dec0,HKVitals Product 3,2025-05-24,2,2125.77
HKVitals,HKVitals_Campaign_5,287,6b9ae9d4-8d8d-4e1d-8a12-cf7406568b7d,HKVitals Product 6,2025-07-04,2,1306.42
MuscleBlaze,MuscleBlaze_Campaign_3,287,95dfa315-fb9b-4c27-9b33-5fe1753ca624,MuscleBlaze Product 4,2025-06-01,4,5448.04
HKVitals,HKVitals_Campaign_5,249,9d0bf955-aafb-4093-b9b3-647d1a747c1e,HKVitals Product 2,2025-06-22,1,521.6
HKVitals,HKVitals_Campaign_2,188,b424e999-409f-4e51-9d50-ff0c66197f4f,HKVitals Product 10,2025-06-27,4,4969.06
Gritzo,Gritzo_Campaign_3,139,ab1f1874-fc4a-4007-8619-4b5766128908,Gritzo Product 2,2025-06-07,4,2920.92
HKVitals,HKVitals_Campaign_4,118,ebddc1f3-01d5-40b0-92c5-69bb1481f7d8,HKVitals Product 3,2025-07-08,4,4066.22
Gritzo,Gritzo_Campaign_1,239,3c5f6119-879e-469b-a9bc-4d2f45fb9a3c,Gritzo Product 10,2025-06-29,1,1450.66
Gritzo,Gritzo_Campaign_1,196,5677b6ee-f663-4360-9c8d-356a5ed8e3fa,Gritzo Product 5,2025-06-02,2,1470.99
Gritzo,Gritzo_Campaign_4,204,87d57d17-a1b7-4e7e-8cba-6f96d208700a,Gritzo Product 10,2025-07-05,2,3489.78
MuscleBlaze,MuscleBlaze_Campaign_3,191,b1c0c95a-0967-4982-aad7-576aa2f89891,MuscleBlaze Product 1,2025-06-21,3,2101.02
HKVitals,HKVitals_Campaign_4,70,2adb3f1a-af93-4822-ab35-4fcedac342ef,HKVitals Product 7,2025-06-12,1,870.71
MuscleBlaze,MuscleBlaze_Campaign_5,240,9274782c-8c09-4928-a0ba-4454e7f094ba,MuscleBlaze Product 4,2025-07-12,1,1416.5
MuscleBlaze,MuscleBlaze_Campaign_1,212,ba9d6ba3-0046-46a8-b7a3-df629721b2e7,MuscleBlaze Product 7,2025-06-01,1,1318.79
HKVitals,HKVitals_Campaign_1,2,3c2beac0-6718-4db8-83e4-aed88a747f14,HKVitals Product 9,2025-07-02,1,760.2
HKVitals,HKVitals_Campaign_5,39,f9af0ada-ebc1-4fcd-93c8-2f34dda12d44,HKVitals Product 9,2025-06-20,2,1432.8
MuscleBlaze,MuscleBlaze_Campaign_5,39,058b8438-5879-4b07-9742-e60b8212aff4,MuscleBlaze Product 6,2025-06-16,4,4040.13
Gritzo,Gritzo_Campaign_2,270,ba3fbc16-4155-440d-8c0f-1b7c8bca3d73,Gritzo Product 4,2025-06-02,3,3118.21
MuscleBlaze,MuscleBlaze_Campaign_4,180,0181a3ac-3843-49a6-bc65-530ba995e0d9,MuscleBlaze Product 7,2025-06-12,1,1201.3
Gritzo,Gritzo_Campaign_5,55,cbad3086-4a2c-4b21-aefc-a6bc7f7d5773,Gritzo Product 10,2025-05-28,1,1246.49
MuscleBlaze,MuscleBlaze_Campaign_4,205,d28bdd9a-4b96-4ec4-b25f-6c2a0b52d7f4,MuscleBlaze Product 4,2025-07-13,3,3901.5
HKVitals,HKVitals_Campaign_2,60,d91d7085-9454-4b7c-b1fd-431e6489dcd5,HKVitals Product 7,2025-06-14,2,3393.66
MuscleBlaze,MuscleBlaze_Campaign_1,229,30caed09-9c9a-464a-aa71-dfc8f6e18662,MuscleBlaze Product 6,2025-06-04,2,3332.51
HKVitals,HKVitals_Campaign_1,144,9d1a713c-d93c-4559-b375-738e3f1cbd71,HKVitals Product 10,2025-07-14,1,1745.6
Gritzo,Gritzo_Campaign_3,235,da07d24a-4c5a-40df-8322-6e89c0bfbc82,Gritzo Product 7,2025-06-15,4,6949.03
MuscleBlaze,MuscleBlaze_Campaign_5,61,67231708-6186-44bc-85b9-137f6a2eae8d,MuscleBlaze Product 7,2025-05-31,2,2904.63
HKVitals,HKVitals_Campaign_2,222,dbd40904-59ac-4e34-8a78-6d38729b24f7,HKVitals Product 3,2025-06-17,1,1723.23
HKVitals,HKVitals_Campaign_2,96,5b6c8060-486c-45f1-be23-f9cb48405aa0,HKVitals Product 9,2025-06-03,1,510.11
HKVitals,HKVitals_Campaign_5,153,e815166b-3694-4676-8b7f-ac1e03539062,HKVitals Product 7,2025-07-12,2,1573.48
MuscleBlaze,MuscleBlaze_Campaign_5,93,ba1567b3-441f-4a75-8657-395910d88602,MuscleBlaze Product 9,2025-06-15,3,2455.7
Gritzo,Gritzo_Campaign_2,125,6f1ebbad-0db8-4c88-83a5-5aa7f02f0458,Gritzo Product 9,2025-07-05,4,6348.14
MuscleBlaze,MuscleBlaze_Campaign_3,60,83c6aca0-5842-4f54-a245-97685ac2ac5a,MuscleBlaze Product 2,2025-06-22,3,1737.09
HKVitals,HKVitals_Campaign_5,236,97d848e0-e09d-4a15-b7fb-64c5078aebfb,HKVitals Product 6,2025-07-02,1,1395.07
MuscleBlaze,MuscleBlaze_Campaign_4,163,75b75c6d-96f4-4b89-98dd-f87db1523590,MuscleBlaze Product 2,2025-07-18,3,3757.81
HKVitals,HKVitals_Campaign_3,17,1e3acc3b-af94-4797-a3a8-328ef9d878cb,HKVitals Product 6,2025-06-09,2,1703.84
MuscleBlaze,MuscleBlaze_Campaign_3,193,c27eacea-f5ff-4a1a-82f1-f7b5dc218352,MuscleBlaze Product 6,2025-06-15,1,1459.12
Gritzo,Gritzo_Campaign_3,96,253a4fbf-6953-496e-bc71-73301ac4ba8b,Gritzo Product 1,2025-06-14,4,6721.79
MuscleBlaze,MuscleBlaze_Campaign_5,208,be29e5b8-461f-4bf0-8f92-18831696e0fc,MuscleBlaze Product 6,2025-07-13,4,4458.47
HKVitals,HKVitals_Campaign_2,41,8e939150-ea08-4662-8fc4-13b3c832e6de,HKVitals Product 10,2025-07-11,3,2637.13
HKVitals,HKVitals_Campaign_2,287,a54ed30b-9fe9-4681-8309-55addc8d4d31,HKVitals Product 1,2025-06-06,3,4852.53
MuscleBlaze,MuscleBlaze_Campaign_2,97,de1178ea-72ae-407f-aca3-46bb93b03dec,MuscleBlaze Product 6,2025-06-03,3,3497.33
Gritzo,Gritzo_Campaign_1,267,cd2a8e00-8bee-4a4f-b07f-36d8b625d1dd,Gritzo Product 2,2025-07-16,3,4608.68
Gritzo,Gritzo_Campaign_2,14,782fff4e-056f-436e-9810-ee95f451f9c3,Gritzo Product 1,2025-07-17,3,2503.81
Gritzo,Gritzo_Campaign_3,175,76e5fd6e-cc0b-4c85-954b-e7e25a069f8c,Gritzo Product 3,2025-07-09,2,1395.66
MuscleBlaze,MuscleBlaze_Campaign_1,161,11a5fb36-1bf0-43a2-81d8-84ccd0876d61,MuscleBlaze Product 6,2025-06-29,2,3238.42
HKVitals,HKVitals_Campaign_4,278,20cf0e8f-2763-49f9-8613-2110c976bbb9,HKVitals Product 8,2025-06-18,2,3353.33
MuscleBlaze,MuscleBlaze_Campaign_2,189,a9ed000c-822a-4881-bb7d-53a6154e4594,MuscleBlaze Product 6,2025-05-28,1,1767.92
Gritzo,Gritzo_Campaign_2,124,40d6137a-f54c-4308-a963-be4095fb147c,Gritzo Product 9,2025-05-31,2,3922.77
MuscleBlaze,MuscleBlaze_Campaign_5,119,442b74ef-7b32-4fe3-a444-4960e985348c,MuscleBlaze Product 9,2025-07-20,1,583.54
HKVitals,HKVitals_Campaign_4,276,f1a59bea-8fd8-4181-ad78-dec29074f29e,HKVitals Product 9,2025-06-12,4,6822.04
Gritzo,Gritzo_Campaign_1,261,47fe3d03-9c66-4930-b3de-6de64fd94d76,Gritzo Product 3,2025-06-05,2,3627.05
HKVitals,HKVitals_Campaign_5,44,057fb457-e9dd-48b0-b73a-e0af16524414,HKVitals Product 10,2025-06-06,4,5458.72
MuscleBlaze,MuscleBlaze_Campaign_2,85,1e3e30a5-7e4f-4c45-a07a-5053e10fa419,MuscleBlaze Product 5,2025-05-24,4,7392.87
MuscleBlaze,MuscleBlaze_Campaign_2,215,217523e6-b445-4b6e-ae8b-d65d4552840f,MuscleBlaze Product 5,2025-07-18,2,1510.1
Gritzo,Gritzo_Campaign_3,91,de3ab93d-aa23-4882-88c7-547ad4db2ee0,Gritzo Product 10,2025-06-19,3,5940.88
MuscleBlaze,MuscleBlaze_Campaign_1,28,84313b52-e100-407e-b5cb-b78d87d7192e,MuscleBlaze Product 8,2025-05-23,1,1714.92
MuscleBlaze,MuscleBlaze_Campaign_3,27,f5ad67cc-a8cc-403f-b670-f39041446d90,MuscleBlaze Product 7,2025-05-28,1,586.89
Gritzo,Gritzo_Campaign_1,150,79694cca-a510-4ff0-89dc-4ffe643c37ba,Gritzo Product 6,2025-05-30,1,1039.94
MuscleBlaze,MuscleBlaze_Campaign_4,81,e1337d79-0d0f-48df-8e6a-331cde304d3f,MuscleBlaze Product 5,2025-07-01,2,2389.42
MuscleBlaze,MuscleBlaze_Campaign_5,265,90f375eb-14b6-4533-a66a-c9f2b1abb2d5,MuscleBlaze Product 7,2025-06-11,1,1275.46
Gritzo,Gritzo_Campaign_3,249,0f0da52e-6fba-48a5-929b-3d08a9b79a56,Gritzo Product 2,2025-07-03,3,2141.48
HKVitals,HKVitals_Campaign_5,148,ca0bd2ff-01fc-4b59-b17e-4d9fc40f6956,HKVitals Product 10,2025-06-07,3,5135.28
MuscleBlaze,MuscleBlaze_Campaign_2,156,72fafe53-3f16-4ae2-b9be-cb751a51b88f,MuscleBlaze Product 3,2025-06-05,2,3149.53
Gritzo,Gritzo_Campaign_5,203,2df51fd0-e322-4221-a5bf-43e17148d9b6,Gritzo Product 8,2025-06-04,4,3775.81
Gritzo,Gritzo_Campaign_1,71,84606198-9499-4f33-b8b5-7fb29f7421c1,Gritzo Product 1,2025-07-08,3,3850.96
MuscleBlaze,MuscleBlaze_Campaign_3,197,a39ab1ee-1d54-42bf-ae85-baa929b2355f,MuscleBlaze Product 9,2025-05-31,2,3164.56
HKVitals,HKVitals_Campaign_4,68,31fd0664-a89a-4544-a8d0-9c5c174f5dca,HKVitals Product 8,2025-06-13,1,1515.76
Gritzo,Gritzo_Campaign_1,92,53ae9ca8-5732-442d-8576-0a0060156e01,Gritzo Product 3,2025-05-24,4,5758.79
HKVitals,HKVitals_Campaign_3,285,c292debb-d459-4d44-9756-b0e3762d22fa,HKVitals Product 6,2025-07-12,3,2195.6
Gritzo,Gritzo_Campaign_2,290,4d481114-bb51-4e1e-a50c-903a6b1757a5,Gritzo Product 5,2025-06-27,1,1234.9
Gritzo,Gritzo_Campaign_1,85,6c9050b0-4424-458e-9f43-16c97fdab35a,Gritzo Product 5,2025-06-13,3,2695.27
Gritzo,Gritzo_Campaign_4,63,3991f6ee-11b8-4046-913c-e46f5e646963,Gritzo Product 5,2025-06-03,4,4804.36
MuscleBlaze,MuscleBlaze_Campaign_3,62,c5162143-ea50-4c70-89ac-e3b89c835c1e,MuscleBlaze Product 9,2025-07-10,4,2468.7
MuscleBlaze,MuscleBlaze_Campaign_3,141,0ec4ea8b-1ad3-46b2-9888-5481e0cedc79,MuscleBlaze Product 3,2025-06-01,1,1878.36
HKVitals,HKVitals_Campaign_1,84,9503c009-bd6d-4dd4-9ccd-6654d0825228,HKVitals Product 3,2025-06-01,4,5445.9
Gritzo,Gritzo_Campaign_5,204,f89d114a-5de7-4c56-a92c-8458bc93cf1b,Gritzo Product 7,2025-07-17,2,3710.75
Gritzo,Gritzo_Campaign_2,77,83a6f6d3-5384-471d-b169-9596ac63b102,Gritzo Product 10,2025-06-22,4,3826.67
HKVitals,HKVitals_Campaign_5,144,7b745d8b-590e-4131-a164-273a46ceb85a,HKVitals Product 4,2025-06-16,2,1205.1
MuscleBlaze,MuscleBlaze_Campaign_3,283,440db131-ec7c-41cd-8554-ccbcf332ff62,MuscleBlaze Product 7,2025-07-01,1,754.35
Gritzo,Gritzo_Campaign_4,99,a686ac48-e048-4d92-abb1-a15340c66d5f,Gritzo Product 6,2025-05-25,4,2308.88
Gritzo,Gritzo_Campaign_2,107,e5c476bd-28f1-470a-8ffc-1b347a84df16,Gritzo Product 3,2025-06-26,4,7323.5
Gritzo,Gritzo_Campaign_5,118,cd342848-4034-4b07-8aea-26002d42daec,Gritzo Product 3,2025-06-11,1,1725.72
Gritzo,Gritzo_Campaign_2,70,7eeddd26-40f4-42af-b387-80dedf91f3d5,Gritzo Product 4,2025-06-15,1,902.97
HKVitals,HKVitals_Campaign_2,120,47087e8a-841b-43de-93ae-63fc12409072,HKVitals Product 9,2025-06-08,3,3158.49
HKVitals,HKVitals_Campaign_5,5,b789d4d5-b9a1-4bf4-8b87-17cc1e98ac16,HKVitals Product 3,2025-06-03,2,1083.46
MuscleBlaze,MuscleBlaze_Campaign_1,60,7f1fb9bd-b843-4c2b-a75a-f2e213b70f67,MuscleBlaze Product 6,2025-07-21,1,933.04
Gritzo,Gritzo_Campaign_1,264,c8315f34-08c9-441a-8acf-512f207a620d,Gritzo Product 9,2025-06-06,4,2475.59
MuscleBlaze,MuscleBlaze_Campaign_2,167,312e7984-c997-4309-b76c-a45316e018bb,MuscleBlaze Product 6,2025-07-05,4,4033.81
Gritzo,Gritzo_Campaign_3,209,9b1458c8-c10e-4463-bccf-373effd55bc7,Gritzo Product 1,2025-07-02,3,3798.3
HKVitals,HKVitals_Campaign_3,252,ae40f83b-fc1b-44a8-a306-e64bd4faed03,HKVitals Product 7,2025-06-28,3,5292.16
HKVitals,HKVitals_Campaign_2,25,29c85dde-263e-4836-8008-9aac1afe3ad2,HKVitals Product 5,2025-06-22,1,1645.83
MuscleBlaze,MuscleBlaze_Campaign_2,130,afd68b85-2e1e-4e4a-b5c9-89c360645663,MuscleBlaze Product 2,2025-07-20,4,7337.95
MuscleBlaze,MuscleBlaze_Campaign_5,250,3e2d2692-017c-4f08-acf5-d086e6e8b7c4,MuscleBlaze Product 1,2025-07-13,1,1529.4
Gritzo,Gritzo_Campaign_5,227,040ac3f9-fb37-406a-b9bd-f048d7477d1f,Gritzo Product 5,2025-05-29,1,791.07
Gritzo,Gritzo_Campaign_2,107,a68ee09c-c0fd-494a-9c86-03a01f5448bd,Gritzo Product 10,2025-07-04,3,4961.28
Gritzo,Gritzo_Campaign_2,248,0ec9a895-e24a-4c91-88a9-427284d9f05b,Gritzo Product 4,2025-06-22,3,4392.14
Gritzo,Gritzo_Campaign_3,149,e2d86ef1-789e-47d1-bdac-1c3db4fc4827,Gritzo Product 1,2025-06-01,1,1828.89
MuscleBlaze,MuscleBlaze_Campaign_2,169,a87b84cf-a99e-401b-9171-73189d395ae1,MuscleBlaze Product 8,2025-07-04,3,2048.72
Gritzo,Gritzo_Campaign_4,294,c25fb0f3-d055-4656-8f7f-2615a095b4cd,Gritzo Product 10,2025-06-20,1,967.54
Gritzo,Gritzo_Campaign_2,172,08a30f2f-3154-4c1b-aac4-78c90ce2e853,Gritzo Product 6,2025-06-29,4,4494.73
HKVitals,HKVitals_Campaign_4,297,066115a4-3251-43a8-ad02-f079f9cfdc93,HKVitals Product 8,2025-06-13,4,5011.84
MuscleBlaze,MuscleBlaze_Campaign_2,86,ba9c5772-464d-470a-95ca-1e992172ed22,MuscleBlaze Product 3,2025-07-16,2,2400.68
MuscleBlaze,MuscleBlaze_Campaign_4,161,66c7623a-e697-4e0f-bd85-6aff01f0eab4,MuscleBlaze Product 1,2025-06-29,4,6498.09
MuscleBlaze,MuscleBlaze_Campaign_4,298,1841e6ac-3761-423a-a60d-14174f097f45,MuscleBlaze Product 5,2025-07-08,1,1514.37
MuscleBlaze,MuscleBlaze_Campaign_2,22,8b842050-b40d-4d6b-a380-12ff80b297a8,MuscleBlaze Product 4,2025-05-27,3,1853.37
MuscleBlaze,MuscleBlaze_Campaign_4,44,78d9dc93-93cd-43d1-bfae-3fd7c2b0b0d7,MuscleBlaze Product 3,2025-07-12,1,1763.52
Gritzo,Gritzo_Campaign_3,3,db2b74e4-f70c-4c22-bf15-741fb8bf1e65,Gritzo Product 8,2025-06-16,2,2286.68
HKVitals,HKVitals_Campaign_4,34,a802490f-332a-452b-a822-0eb6387258e9,HKVitals Product 4,2025-06-19,3,2247.55
HKVitals,HKVitals_Campaign_5,117,f6f61d0d-5631-454e-8bf1-19a76a881a8e,HKVitals Product 1,2025-06-17,3,5425.38
Gritzo,Gritzo_Campaign_3,119,e9513078-d2d8-4d97-acd2-2e5d616d7bcf,Gritzo Product 7,2025-07-05,4,2900.35
HKVitals,HKVitals_Campaign_5,147,e072d2e2-c7de-47b3-92df-39dbc6188098,HKVitals Product 10,2025-06-11,4,2957.0
Gritzo,Gritzo_Campaign_5,53,c92f5676-6582-4582-8d85-17e5ab3809ff,Gritzo Product 9,2025-06-08,2,1875.17
Gritzo,Gritzo_Campaign_5,299,e842ecd7-57e1-428f-87cd-7f5414839173,Gritzo Product 1,2025-06-04,2,2159.34
MuscleBlaze,MuscleBlaze_Campaign_4,89,072e45aa-6570-4828-b4a8-c0b9d8bee471,MuscleBlaze Product 8,2025-06-22,1,543.44
MuscleBlaze,MuscleBlaze_Campaign_5,130,add28245-6895-4197-be6b-9ebc314a4760,MuscleBlaze Product 4,2025-07-03,1,1780.21
Gritzo,Gritzo_Campaign_1,62,7dddf037-8bc1-4580-96c8-c0b0720a5172,Gritzo Product 7,2025-07-05,1,1000.21
Gritzo,Gritzo_Campaign_5,83,ba0db690-2ca8-40f8-b655-9c1b24076145,Gritzo Product 7,2025-06-04,4,2097.56
Gritzo,Gritzo_Campaign_2,291,baced8c8-8bbe-45e2-a6d0-fe393e6ea7b5,Gritzo Product 1,2025-06-04,4,5846.23
HKVitals,HKVitals_Campaign_4,244,99d351f9-6d2e-469a-87bb-62fcf3e582b8,HKVitals Product 8,2025-05-30,2,3512.84
HKVitals,HKVitals_Campaign_4,264,25906c2c-9402-4660-ad7c-c09fc9581b8f,HKVitals Product 5,2025-06-16,2,1324.61
MuscleBlaze,MuscleBlaze_Campaign_3,238,d13affa7-07fd-4dc8-a7c3-fa62716b73a9,MuscleBlaze Product 7,2025-07-02,1,1175.5
Gritzo,Gritzo_Campaign_5,130,204b64dc-4323-415c-9644-6660b6441617,Gritzo Product 1,2025-07-21,2,3980.54
MuscleBlaze,MuscleBlaze_Campaign_4,266,2efd0237-9e8c-47f6-b177-849c5fe7b6da,MuscleBlaze Product 8,2025-06-09,3,3301.16
MuscleBlaze,MuscleBlaze_Campaign_1,104,75f7b6a7-c331-4a1e-a5d6-26e20e8c38c5,MuscleBlaze Product 9,2025-06-14,4,7452.08
MuscleBlaze,MuscleBlaze_Campaign_5,34,7dc2c468-1241-49e2-b663-575afa887dc1,MuscleBlaze Product 10,2025-07-16,4,5044.85
MuscleBlaze,MuscleBlaze_Campaign_4,82,18044b51-68fa-403a-81b2-a08f94dbb6f7,MuscleBlaze Product 7,2025-05-28,1,765.48
HKVitals,HKVitals_Campaign_1,89,09912106-572f-4cdb-9bf1-74cfa594d880,HKVitals Product 8,2025-07-14,3,2497.67
MuscleBlaze,MuscleBlaze_Campaign_5,81,66817736-d9ee-47be-9d14-4f67115281e4,MuscleBlaze Product 8,2025-06-05,2,2533.7
Gritzo,Gritzo_Campaign_4,178,a94ad172-c83c-4bf9-b0c7-d68730363741,Gritzo Product 4,2025-06-12,4,5685.24
MuscleBlaze,MuscleBlaze_Campaign_3,211,3738c112-e2b6-4fec-8fc9-b5ffb20ac9e5,MuscleBlaze Product 5,2025-06-18,2,1295.9
Gritzo,Gritzo_Campaign_1,146,d48f8622-932f-4b8e-b317-95375b923d56,Gritzo Product 3,2025-07-10,2,1847.78
MuscleBlaze,MuscleBlaze_Campaign_4,129,08a447d9-627f-49b8-b6c3-1b64aadeb0b7,MuscleBlaze Product 2,2025-07-04,4,3581.59
Gritzo,Gritzo_Campaign_1,102,b2538830-b63c-4429-ad27-d08ad713f91a,Gritzo Product 6,2025-06-30,3,2174.4
Gritzo,Gritzo_Campaign_5,133,1313695e-ea47-49f9-8582-9a1bc36cc78b,Gritzo Product 7,2025-06-17,3,4770.52
Gritzo,Gritzo_Campaign_4,154,221e318b-cf77-4efa-a363-511d3675dd31,Gritzo Product 3,2025-06-29,1,1197.72
Gritzo,Gritzo_Campaign_1,192,763b3f86-e0c4-40be-bcc8-cdc184d9efb1,Gritzo Product 7,2025-06-29,1,1263.79
MuscleBlaze,MuscleBlaze_Campaign_5,253,bf0dc759-e62a-4542-81be-f591bce2a8ea,MuscleBlaze Product 6,2025-05-27,4,2357.38
Gritzo,Gritzo_Campaign_2,156,cb9af9d4-71c3-498f-a3de-17c33b65e3ed,Gritzo Product 3,2025-06-04,4,2437.04
MuscleBlaze,MuscleBlaze_Campaign_1,86,4cf3f21b-2b65-4d48-8bfb-59a988021c9b,MuscleBlaze Product 3,2025-07-13,2,1674.85
HKVitals,HKVitals_Campaign_3,64,4bd2c5ca-c15e-4931-afaa-d4c651dd8817,HKVitals Product 5,2025-06-28,4,5773.26
Gritzo,Gritzo_Campaign_3,248,db39b002-5bcc-49a1-a378-23f30eed7c29,Gritzo Product 8,2025-07-17,3,5307.07
Gritzo,Gritzo_Campaign_1,216,3419b518-63a6-4020-8396-eac2b220a91d,Gritzo Product 3,2025-06-16,2,3894.15
MuscleBlaze,MuscleBlaze_Campaign_1,143,9187deaa-bf8c-4878-b97d-9b0e58b1b1e9,MuscleBlaze Product 4,2025-07-05,1,571.17
Gritzo,Gritzo_Campaign_1,256,ce5124e8-91f8-4b61-842a-02e7cfeea8dd,Gritzo Product 5,2025-06-10,1,974.31
HKVitals,HKVitals_Campaign_4,163,d6f6bd32-f6f3-4664-96ab-6d6969973a53,HKVitals Product 8,2025-07-17,3,4224.06
Gritzo,Gritzo_Campaign_5,216,9869257e-d98f-4cff-8133-5958b7b817f3,Gritzo Product 1,2025-05-24,3,3741.73
HKVitals,HKVitals_Campaign_2,161,f3921ec1-5e80-4298-beba-f0370f3d2b1f,HKVitals Product 4,2025-07-15,3,4713.96
Gritzo,Gritzo_Campaign_4,242,893e9db2-1a3f-489e-9f55-8d746df1d061,Gritzo Product 8,2025-06-20,2,1440.66
HKVitals,HKVitals_Campaign_1,47,6f15def9-a854-4906-ac72-9c66d70ead9b,HKVitals Product 8,2025-06-26,2,2300.33
Gritzo,Gritzo_Campaign_1,16,4e10dc7e-fe23-4487-9aab-b9901fce75fd,Gritzo Product 10,2025-07-14,4,6776.37
MuscleBlaze,MuscleBlaze_Campaign_3,118,e0258df8-c10a-4dd0-8f7f-3438447c9350,MuscleBlaze Product 9,2025-06-09,2,2313.3
Gritzo,Gritzo_Campaign_2,186,a89dbd50-6cf1-4020-ac25-47ffe42e05a7,Gritzo Product 9,2025-07-18,2,3939.63
MuscleBlaze,MuscleBlaze_Campaign_2,112,7d25c7b0-eb6a-4fd5-b879-71ebe25d8664,MuscleBlaze Product 3,2025-07-08,4,4813.43
MuscleBlaze,MuscleBlaze_Campaign_1,105,b29f7bcf-467b-4b2a-bfc6-6882e8015fd9,MuscleBlaze Product 6,2025-06-07,1,1079.96
MuscleBlaze,MuscleBlaze_Campaign_5,181,a91ccb65-5a4f-4bb4-bbce-a1fe0ab7e7ca,MuscleBlaze Product 1,2025-06-28,2,3272.17
Gritzo,Gritzo_Campaign_3,155,437aaf66-9cda-465a-aac0-47dbd91cb8b4,Gritzo Product 5,2025-05-25,1,918.23
MuscleBlaze,MuscleBlaze_Campaign_1,222,33d7d2e9-f6b7-450b-86c5-0283a9f41865,MuscleBlaze Product 1,2025-06-10,2,1216.86
HKVitals,HKVitals_Campaign_2,78,60cb9ec6-05b4-4afb-b530-37f81f6d6a39,HKVitals Product 3,2025-06-10,1,1468.53
Gritzo,Gritzo_Campaign_5,124,36129ee3-58ab-4c08-9561-e814a2fc5eae,Gritzo Product 5,2025-06-30,2,2247.89
Gritzo,Gritzo_Campaign_5,252,dca8d902-5f4e-4b64-b16e-683012838d36,Gritzo Product 10,2025-06-04,2,2752.5
Gritzo,Gritzo_Campaign_4,146,40449087-23eb-40ba-a84b-465429d115e0,Gritzo Product 3,2025-05-26,3,2528.17
